Meter_Id,Meter_Id(prefix removed),Cleaned_Date,Weekday,Weekday(number),Week_Number,Region_Code,District,Dwelling_Type,Labeled_Dwelling_type,Num_Occupants,House_Area (sqft),Appliance_Score,Appliance_Score_Grouped,Connected_Load(kw),Load_category(labeled),Temperature_C,Temparature_category,Humidity (%),Cleaned_Expected_Energy(kwh),Cleaned_Actual_Energy(kwh),Usage_Deviation(%),Cluster_Avg_Energy(kwh),Abnormal_Usage,Pattern_Usage,,,
IN-KL-ELC-74974591,74974591,1/10/2023,Tuesday,3,2,IN_KL_ERN,Ernakulam,Apartment,2,6,1762,6,Low,7.17,3,34.01,>30,84.73,18.32,17.97,-1.91%,16.61,0,1,,,
IN-KL-ELC-16181633,16181633,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Independent House,0,6,2236,10,Low,6.01,3,35.18,>30,75.68,19.19,19.39,1.04%,17.83,0,1,,,
IN-KL-ELC-98944256,98944256,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Apartment,2,2,658,8,Low,2.64,1,24.39,<25,65.16,9.32,17.52,87.97%,16.61,1,1,,,
IN-KL-ELC-79615917,79615917,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Independent House,0,6,612,8,Low,6.32,3,24.53,<25,67.54,15.92,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-72588770,72588770,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Independent House,0,6,460,7,Low,5.20,3,30.57,>30,77.15,16.29,15.00,-7.92%,17.83,0,0,,,
IN-KL-ELC-77037468,77037468,1/27/2023,Friday,6,4,IN_KL_ALP,Alappuzha,Villa,1,1,1609,21,High,7.40,3,34.72,>30,73.19,18.42,18.86,2.39%,16.26,0,0,,,
IN-KL-ELC-31401160,31401160,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Independent House,0,2,1915,16,High,6.81,3,33.47,>30,66.35,16.94,18.73,10.57%,16.43,0,0,,,
IN-KL-ELC-39857022,39857022,1/6/2023,Friday,6,1,IN_KL_ALP,Alappuzha,Independent House,0,6,788,6,Low,3.92,2,34.54,>30,69.66,15.85,25.83,62.97%,17.83,1,1,,,
IN-KL-ELC-77358119,77358119,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,2,577,7,Low,6.60,3,34.40,>30,67.68,13.65,17.73,29.90%,16.02,1,0,,,
IN-KL-ELC-17803969,17803969,1/18/2023,Wednesday,4,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1784,6,Low,6.09,3,30.93,>30,71.41,11.12,17.07,53.54%,16.89,1,1,,,
IN-KL-ELC-63187488,63187488,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Villa,1,2,1907,20,High,5.23,3,25.33,25-30,56.39,15.18,14.60,-3.82%,16.28,0,0,,,
IN-KL-ELC-16397499,16397499,1/4/2023,Wednesday,4,1,IN_KL_ERN,Ernakulam,Apartment,2,2,2166,13,Medium,3.80,2,28.03,25-30,62.33,12.42,21.46,72.82%,16.61,1,1,,,
IN-KL-ELC-19889775,19889775,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Apartment,2,1,1963,10,Low,7.11,3,29.24,25-30,72.1,12.98,12.69,-2.23%,16.61,0,1,,,
IN-KL-ELC-88053158,88053158,1/21/2023,Saturday,7,3,IN_KL_ALP,Alappuzha,Apartment,2,5,1052,7,Low,5.22,3,28.00,25-30,52.51,14.61,16.55,13.28%,16.47,0,0,,,
IN-KL-ELC-77157976,77157976,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Villa,1,1,796,13,Medium,6.45,3,35.45,>30,73.79,14.81,25.40,71.51%,16.26,1,1,,,
IN-KL-ELC-93537360,93537360,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2131,20,High,4.92,2,30.75,>30,50.44,18.50,19.12,3.35%,17.26,0,1,,,
IN-KL-ELC-91823655,91823655,1/7/2023,Saturday,7,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1876,20,High,7.29,3,29.02,25-30,62.02,20.86,21.32,2.21%,17.26,0,1,,,
IN-KL-ELC-39176775,39176775,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Independent House,0,6,2654,12,Medium,2.98,1,23.67,<25,61.12,14.69,26.66,81.52%,16.43,1,1,,,
IN-KL-ELC-53437589,53437589,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Apartment,2,3,1834,9,Low,6.80,3,36.54,>30,53.62,16.20,14.85,-8.33%,16.61,0,0,,,
IN-KL-ELC-83946125,83946125,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Apartment,2,5,1001,17,High,2.84,1,31.85,>30,57.91,17.24,25.98,50.69%,16.61,1,1,,,
IN-KL-ELC-51224449,51224449,1/2/2023,Monday,2,1,IN_KL_ALP,Alappuzha,Independent House,0,5,950,20,High,6.09,3,28.82,25-30,75.86,19.91,19.90,-0.05%,17.83,0,1,,,
IN-KL-ELC-34853140,34853140,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Villa,1,4,1789,12,Medium,6.35,3,29.59,25-30,73.62,16.28,22.45,37.88%,16.28,1,1,,,
IN-KL-ELC-66313716,66313716,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2729,16,High,7.47,3,33.38,>30,65.29,20.91,20.68,-1.10%,16.89,0,1,,,
IN-KL-ELC-41305805,41305805,1/13/2023,Friday,6,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,845,18,High,4.33,2,31.72,>30,46.91,14.20,19.60,38.04%,16.89,1,1,,,
IN-KL-ELC-50138855,50138855,1/19/2023,Thursday,5,3,IN_KL_ALP,Alappuzha,Apartment,2,2,1651,7,Low,6.12,3,32.88,>30,48.62,12.98,14.73,13.48%,16.47,0,0,,,
IN-KL-ELC-53303907,53303907,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1690,20,High,3.99,2,27.25,25-30,60.46,14.76,16.53,11.99%,17.26,0,1,,,
IN-KL-ELC-88899266,88899266,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Independent House,0,2,915,20,High,3.81,2,21.37,<25,62.2,16.43,16.75,1.94%,16.43,1,0,,,
IN-KL-ELC-76726031,76726031,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Independent House,0,2,849,9,Low,7.27,3,32.54,>30,74.44,14.54,15.34,5.50%,16.43,0,0,,,
IN-KL-ELC-91345884,91345884,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Independent House,0,1,2406,6,Low,6.52,3,31.30,>30,71.57,11.51,0.00,-100.00%,16.43,1,0,,,
IN-KL-ELC-57335079,57335079,1/1/2023,Sunday,1,1,IN_KL_ALP,Alappuzha,Independent House,0,6,2319,18,High,4.08,2,34.64,>30,68.77,20.49,20.30,-0.93%,17.83,0,1,,,
IN-KL-ELC-57335079,57335079,1/27/2023,Friday,6,4,IN_KL_ALP,Alappuzha,Independent House,0,6,2319,18,High,4.08,2,25.99,25-30,53.72,18.01,23.23,28.98%,17.83,1,1,,,
IN-KL-ELC-61949394,61949394,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Independent House,0,2,1004,14,Medium,5.67,3,12.87,<25,75.68,10.81,16.07,48.67%,16.43,1,1,,,
IN-KL-ELC-61443706,61443706,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2500,9,Low,4.71,2,30.95,>30,56.41,15.60,15.69,0.58%,16.89,0,1,,,
IN-KL-ELC-57403818,57403818,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Independent House,0,4,2389,10,Low,2.99,1,25.86,25-30,61.52,12.51,11.59,-7.35%,16.43,0,0,,,
IN-KL-ELC-82355294,82355294,1/25/2023,Wednesday,4,4,IN_KL_ERN,Ernakulam,Apartment,2,3,1782,14,Medium,7.59,3,26.72,25-30,54.26,16.25,16.30,0.31%,16.61,0,1,,,
IN-KL-ELC-54818514,54818514,1/17/2023,Tuesday,3,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2273,8,Low,4.16,2,29.97,25-30,83.48,13.51,13.05,-3.40%,17.26,0,1,,,
IN-KL-ELC-56602744,56602744,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,814,13,Medium,6.80,3,24.35,<25,58.44,16.79,22.85,36.08%,16.89,1,1,,,
IN-KL-ELC-11022661,11022661,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Independent House,0,6,1828,13,Medium,5.67,3,27.23,25-30,71.94,17.83,16.39,-8.08%,16.43,0,0,,,
IN-KL-ELC-82667810,82667810,1/23/2023,Monday,2,4,IN_KL_ERN,Ernakulam,Independent House,0,2,1459,9,Low,4.38,2,29.83,25-30,61.95,11.81,19.74,67.13%,16.43,1,1,,,
IN-KL-ELC-14754038,14754038,1/2/2023,Monday,2,1,IN_KL_ALP,Alappuzha,Apartment,2,5,958,21,High,5.95,3,28.21,25-30,79.42,19.96,32.28,61.73%,16.47,1,1,,,
IN-KL-ELC-62444510,62444510,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2590,13,Medium,4.06,2,26.58,25-30,79.33,15.46,26.45,71.07%,17.26,1,1,,,
IN-KL-ELC-34946504,34946504,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,838,18,High,4.92,2,32.57,>30,75.03,19.41,30.51,57.20%,17.26,1,1,,,
IN-KL-ELC-26636457,26636457,1/20/2023,Friday,6,3,IN_KL_ALP,Alappuzha,Independent House,0,6,1031,21,High,3.02,2,29.13,25-30,50.47,19.16,28.18,47.09%,17.83,1,1,,,
IN-KL-ELC-20774414,20774414,1/20/2023,Friday,6,3,IN_KL_ALP,Alappuzha,Independent House,0,6,1967,18,High,7.83,3,30.86,>30,82.87,22.26,32.77,47.22%,17.83,1,1,,,
IN-KL-ELC-27773185,27773185,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Apartment,2,6,2752,17,High,5.14,3,33.01,>30,51.28,20.49,27.95,36.38%,16.47,1,1,,,
IN-KL-ELC-95024504,95024504,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Apartment,2,6,1523,16,High,7.42,3,33.10,>30,81.78,21.94,21.60,-1.55%,16.47,1,0,,,
IN-KL-ELC-22347643,22347643,1/1/2023,Sunday,1,1,IN_KL_ALP,Alappuzha,Apartment,2,1,2453,15,Medium,6.78,3,36.26,>30,49.78,16.01,20.26,26.56%,16.47,1,0,,,
IN-KL-ELC-13794510,13794510,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2791,20,High,4.67,2,34.14,>30,74.79,20.39,25.41,24.64%,16.89,1,1,,,
IN-KL-ELC-61700190,61700190,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1371,8,Low,5.28,3,33.76,>30,57.29,11.68,17.58,50.52%,16.89,1,1,,,
IN-KL-ELC-46370776,46370776,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Apartment,2,4,2294,9,Low,5.65,3,29.37,25-30,46.33,14.85,13.07,-11.99%,16.61,0,0,,,
IN-KL-ELC-75763311,75763311,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Villa,1,2,2736,10,Low,7.84,3,30.25,>30,80.23,14.84,15.88,7.01%,16.02,0,0,,,
IN-KL-ELC-39971016,39971016,1/28/2023,Saturday,7,4,IN_KL_ERN,Ernakulam,Independent House,0,6,617,8,Low,5.60,3,35.31,>30,61.69,18.14,19.14,5.51%,16.43,0,0,,,
IN-KL-ELC-62444510,62444510,1/8/2023,Sunday,1,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2590,13,Medium,4.06,2,31.75,>30,56.3,16.72,17.24,3.11%,17.26,0,1,,,
IN-KL-ELC-68910616,68910616,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Independent House,0,6,2161,14,Medium,3.39,2,29.78,25-30,73.91,17.18,16.21,-5.65%,16.43,0,0,,,
IN-KL-ELC-34946504,34946504,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,838,18,High,4.92,2,30.78,>30,84.25,18.91,0.00,-100.00%,17.26,1,0,,,
IN-KL-ELC-56920957,56920957,1/20/2023,Friday,6,3,IN_KL_ERN,Ernakulam,Apartment,2,1,2256,13,Medium,5.17,3,28.88,25-30,57.78,12.51,13.32,6.47%,16.61,0,1,,,
IN-KL-ELC-69243360,69243360,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Villa,1,2,2649,7,Low,3.85,2,35.47,>30,68.43,11.62,0.00,-100.00%,16.28,1,0,,,
IN-KL-ELC-22833202,22833202,1/22/2023,Sunday,1,4,IN_KL_ALP,Alappuzha,Independent House,0,1,743,9,Low,6.97,3,25.75,25-30,77.15,11.87,11.21,-5.56%,17.83,1,0,,,
IN-KL-ELC-96914194,96914194,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Apartment,2,4,1982,14,Medium,7.53,3,28.55,25-30,48.04,17.75,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-73630255,73630255,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Villa,1,1,1963,6,Low,3.38,2,29.53,25-30,47.43,8.87,9.45,6.54%,16.26,1,0,,,
IN-KL-ELC-42959637,42959637,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2052,8,Low,7.50,3,33.94,>30,54.89,16.97,21.84,28.67%,16.89,1,1,,,
IN-KL-ELC-39857022,39857022,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Independent House,0,6,788,6,Low,3.92,2,29.55,25-30,50.22,14.74,16.03,8.75%,17.83,0,1,,,
IN-KL-ELC-39176775,39176775,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Independent House,0,6,2654,12,Medium,2.98,1,32.25,>30,84.86,16.78,0.00,-100.00%,16.43,1,0,,,
IN-KL-ELC-25903355,25903355,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Apartment,2,6,2116,20,High,7.76,3,29.71,25-30,83.71,22.52,24.10,7.02%,16.61,1,1,,,
IN-KL-ELC-27900080,27900080,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Apartment,2,1,2163,16,High,7.15,3,34.09,>30,80.43,16.20,16.68,2.96%,16.61,0,1,,,
IN-KL-ELC-92753493,92753493,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Apartment,2,5,2546,17,High,7.11,3,29.20,25-30,71.27,19.74,20.23,2.48%,16.61,0,1,,,
IN-KL-ELC-12730697,12730697,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Independent House,0,4,760,8,Low,4.75,2,31.61,>30,47.15,14.30,14.68,2.66%,17.83,0,1,,,
IN-KL-ELC-94750240,94750240,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,2564,15,Medium,3.42,2,34.32,>30,73.03,16.02,33.97,112.07%,16.02,1,1,,,
IN-KL-ELC-83633639,83633639,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1490,9,Low,2.88,1,30.48,>30,52.96,13.00,12.78,-1.69%,16.02,0,0,,,
IN-KL-ELC-96877514,96877514,1/2/2023,Monday,2,1,IN_KL_ALP,Alappuzha,Apartment,2,5,1477,8,Low,3.54,2,41.34,>30,52.47,16.56,27.04,63.31%,16.47,1,1,,,
IN-KL-ELC-19900586,19900586,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,476,12,Medium,5.76,3,28.48,25-30,62.66,17.90,19.26,7.60%,16.89,0,1,,,
IN-KL-ELC-82593211,82593211,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2185,18,High,3.67,2,34.44,>30,80.93,20.11,19.14,-4.82%,16.89,0,1,,,
IN-KL-ELC-88593759,88593759,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Villa,1,2,2287,13,Medium,7.17,3,25.87,25-30,57.78,14.38,14.08,-2.09%,16.28,0,0,,,
IN-KL-ELC-38289970,38289970,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,1,2029,12,Medium,4.03,2,33.24,>30,49.84,12.08,14.73,21.94%,17.26,1,1,,,
IN-KL-ELC-90825900,90825900,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Independent House,0,3,2379,14,Medium,4.54,2,24.90,<25,68.08,13.67,13.75,0.59%,17.83,0,1,,,
IN-KL-ELC-16312174,16312174,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,453,19,High,3.77,2,34.23,>30,53.82,18.16,17.25,-5.01%,17.26,0,0,,,
IN-KL-ELC-21573061,21573061,1/4/2023,Wednesday,4,1,IN_KL_ERN,Ernakulam,Independent House,0,1,2578,6,Low,5.15,3,29.24,25-30,76.44,10.15,12.62,24.34%,16.43,1,0,,,
IN-KL-ELC-93121901,93121901,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Villa,1,6,1367,7,Low,5.36,3,26.14,25-30,50.96,15.33,28.80,87.85%,16.28,1,1,,,
IN-KL-ELC-35880395,35880395,1/5/2023,Thursday,5,1,IN_KL_ALP,Alappuzha,Apartment,2,6,2566,16,High,3.85,2,24.97,<25,49.49,16.91,16.87,-0.24%,16.47,0,0,,,
IN-KL-ELC-38754500,38754500,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Apartment,2,2,2100,11,Medium,7.15,3,32.80,>30,78.65,15.23,23.59,54.89%,16.47,1,1,,,
IN-KL-ELC-77037468,77037468,1/9/2023,Monday,2,2,IN_KL_ALP,Alappuzha,Villa,1,1,1609,21,High,7.40,3,27.51,25-30,82.91,16.56,26.62,60.75%,16.26,1,1,,,
IN-KL-ELC-39477221,39477221,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Apartment,2,4,503,21,High,7.72,3,32.12,>30,81.67,21.40,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-86401151,86401151,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1498,15,Medium,3.46,2,35.29,>30,83.04,14.30,13.82,-3.36%,17.26,0,1,,,
IN-KL-ELC-88053158,88053158,1/20/2023,Friday,6,3,IN_KL_ALP,Alappuzha,Apartment,2,5,1052,7,Low,5.22,3,30.28,>30,71.53,15.13,16.11,6.48%,16.47,0,0,,,
IN-KL-ELC-36954958,36954958,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Villa,1,2,1580,8,Low,4.81,2,27.07,25-30,73.38,11.29,15.45,36.84%,16.26,1,1,,,
IN-KL-ELC-86684493,86684493,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Independent House,0,5,2781,14,Medium,3.77,2,30.75,>30,58.21,16.61,15.64,-5.84%,17.83,0,0,,,
IN-KL-ELC-76726031,76726031,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Independent House,0,2,849,9,Low,7.27,3,31.92,>30,47.34,14.41,21.67,50.41%,16.43,1,1,,,
IN-KL-ELC-40605535,40605535,1/29/2023,Sunday,1,5,IN_KL_ALP,Alappuzha,Independent House,0,1,755,12,Medium,3.42,2,32.08,>30,48.97,11.41,12.64,10.78%,17.83,1,1,,,
IN-KL-ELC-86007090,86007090,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Villa,1,3,1437,13,Medium,6.88,3,32.44,>30,68.25,16.28,0.00,-100.00%,16.28,1,0,,,
IN-KL-ELC-31401160,31401160,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Independent House,0,2,1915,16,High,6.81,3,31.77,>30,62.91,16.53,17.19,3.99%,16.43,0,0,,,
IN-KL-ELC-61826522,61826522,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Independent House,0,1,1393,21,High,6.70,3,31.17,>30,51.64,16.97,19.34,13.97%,17.83,0,1,,,
IN-KL-ELC-27773185,27773185,1/27/2023,Friday,6,4,IN_KL_ALP,Alappuzha,Apartment,2,6,2752,17,High,5.14,3,28.61,25-30,76.85,19.20,29.06,51.36%,16.47,1,1,,,
IN-KL-ELC-19637600,19637600,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1833,10,Low,6.97,3,21.41,<25,53.76,14.22,0.00,-100.00%,16.02,1,0,,,
IN-KL-ELC-46350732,46350732,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Villa,1,4,2210,10,Low,4.78,2,32.21,>30,50.43,15.17,23.95,57.85%,16.28,1,1,,,
IN-KL-ELC-48120838,48120838,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Independent House,0,3,2244,12,Medium,4.62,2,29.33,25-30,76.29,14.02,19.69,40.43%,17.83,1,1,,,
IN-KL-ELC-39176775,39176775,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Independent House,0,6,2654,12,Medium,2.98,1,32.66,>30,82.9,16.88,22.20,31.51%,16.43,1,1,,,
IN-KL-ELC-42410429,42410429,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Apartment,2,4,2455,7,Low,2.57,1,25.78,25-30,74.27,11.22,10.89,-2.94%,16.61,1,1,,,
IN-KL-ELC-91823655,91823655,1/20/2023,Friday,6,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1876,20,High,7.29,3,32.32,>30,45.87,21.90,39.24,79.17%,17.26,1,1,,,
IN-KL-ELC-30653258,30653258,1/7/2023,Saturday,7,1,IN_KL_ERN,Ernakulam,Independent House,0,5,1550,6,Low,2.99,1,27.72,25-30,77.41,12.60,14.45,14.68%,16.43,0,0,,,
IN-KL-ELC-28802060,28802060,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1168,10,Low,2.59,1,39.05,>30,70.93,11.06,9.37,-15.28%,16.89,1,0,,,
IN-KL-ELC-80163233,80163233,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Independent House,0,1,494,11,Medium,7.08,3,28.72,25-30,48.64,13.20,13.79,4.47%,17.83,0,1,,,
IN-KL-ELC-12730697,12730697,1/24/2023,Tuesday,3,4,IN_KL_ALP,Alappuzha,Independent House,0,4,760,8,Low,4.75,2,30.06,>30,78.33,13.98,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-24656912,24656912,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,857,16,High,6.15,3,30.39,>30,51.6,19.02,19.21,1.00%,17.26,0,1,,,
IN-KL-ELC-50932588,50932588,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Apartment,2,6,578,10,Low,7.84,3,25.48,25-30,50.51,17.88,19.49,9.00%,16.61,0,1,,,
IN-KL-ELC-73630255,73630255,1/20/2023,Friday,6,3,IN_KL_ALP,Alappuzha,Villa,1,1,1963,6,Low,3.38,2,20.96,<25,83.84,7.72,11.58,50.06%,16.26,1,1,,,
IN-KL-ELC-94107124,94107124,1/8/2023,Sunday,1,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,3,1980,7,Low,6.32,3,34.32,>30,49.91,14.58,14.10,-3.29%,16.89,0,1,,,
IN-KL-ELC-25533692,25533692,1/15/2023,Sunday,1,3,IN_KL_ALP,Alappuzha,Apartment,2,3,2301,8,Low,3.92,2,34.21,>30,77.37,13.01,13.21,1.54%,16.47,0,0,,,
IN-KL-ELC-77596010,77596010,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Apartment,2,1,2316,6,Low,2.69,1,38.47,>30,71.52,9.49,22.16,133.48%,16.61,1,1,,,
IN-KL-ELC-86565454,86565454,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,1513,20,High,7.66,3,34.66,>30,60.46,21.77,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-54025412,54025412,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,2792,10,Low,6.83,3,28.10,25-30,54.33,15.76,24.08,52.80%,16.02,1,1,,,
IN-KL-ELC-91823655,91823655,1/13/2023,Friday,6,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1876,20,High,7.29,3,34.52,>30,82.78,22.60,21.52,-4.78%,17.26,0,1,,,
IN-KL-ELC-66694772,66694772,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1962,14,Medium,6.90,3,31.06,>30,55.72,14.60,13.37,-8.42%,16.89,0,0,,,
IN-KL-ELC-59350609,59350609,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Apartment,2,2,2188,20,High,4.97,2,28.29,25-30,81.54,15.71,22.39,42.52%,16.61,1,1,,,
IN-KL-ELC-13794510,13794510,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2791,20,High,4.67,2,30.69,>30,48.3,19.40,18.05,-6.96%,16.89,0,0,,,
IN-KL-ELC-61443706,61443706,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2500,9,Low,4.71,2,32.42,>30,72.21,15.94,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-82602412,82602412,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1133,9,Low,5.79,3,31.15,>30,64.38,14.23,0.00,-100.00%,17.26,1,0,,,
IN-KL-ELC-15833790,15833790,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2209,11,Medium,4.97,2,27.42,25-30,72.61,14.59,13.64,-6.51%,16.89,0,0,,,
IN-KL-ELC-58847825,58847825,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Apartment,2,1,1280,11,Medium,6.44,3,30.00,25-30,73.41,12.98,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-60116792,60116792,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2570,20,High,3.68,2,35.57,>30,47.13,16.43,18.01,9.62%,16.89,0,1,,,
IN-KL-ELC-39118096,39118096,1/16/2023,Monday,2,3,IN_KL_ERN,Ernakulam,Apartment,2,3,1256,8,Low,5.18,3,27.54,25-30,57.65,12.70,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-16397499,16397499,1/10/2023,Tuesday,3,2,IN_KL_ERN,Ernakulam,Apartment,2,2,2166,13,Medium,3.80,2,28.85,25-30,52.89,12.58,10.77,-14.39%,16.61,1,0,,,
IN-KL-ELC-48945390,48945390,1/10/2023,Tuesday,3,2,IN_KL_ERN,Ernakulam,Independent House,0,2,2034,13,Medium,6.02,3,37.47,>30,68.33,16.43,0.00,-100.00%,16.43,1,0,,,
IN-KL-ELC-17499006,17499006,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2424,16,High,5.47,3,34.38,>30,71.44,17.27,16.90,-2.14%,17.26,0,1,,,
IN-KL-ELC-48444075,48444075,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,1207,13,Medium,6.70,3,36.90,>30,74.12,20.17,28.32,40.43%,16.89,1,1,,,
